category,sha256,original_path,duplicate_path,file_size_bytes
full_positive,06be204d068cb715ca4d9b9eef48171d0085da8deb3411207208714358e74d1d,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000128.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000255.jpg,245536
full_positive,9945b232f89ba4516f6ce1f8d172c1b99aae731032dd54af1a18b3436bfd4fef,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000131.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000261.jpg,256514
full_positive,1f6da01c178fed165225135226dd4e0ed75284964595f9ff1a0646de2f88620a,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000135.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000269.jpg,263153
full_positive,ea93b93c95af44905ac1117aeef27a5a2e2cf064ddf91aea273031645acb5559,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000140.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000279.jpg,263903
full_positive,77b3caad84fd99a467f31fe3aa5319e6e390464a2452f251d4bfc0d6ed54df91,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000143.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000285.jpg,260594
full_positive,f1127353debfd5a626930364ceb4bf5b1b3afa85e67daf62146593c47cc2c8d7,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000148.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000295.jpg,261579
full_positive,26c1b959653074da9df8f71f7a9e80420cebc772eb71b89ecc897c2762c2e910,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000160.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000319.jpg,287429
full_positive,04fc62a7c20b8d8e3bc63e8f8786663431c7aac6db0d91c5a62f09c7158c0687,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000264.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000527.jpg,204071
full_positive,c9514ff7f7e6c83e31901a6f8d7830fc2b18461a17332e109b89bbb1366f2a74,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000273.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000545.jpg,218211
full_positive,08bf1a7c3dc97c8423a05a477383483484e46963c8df1b5335c70ab89189c64e,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000299.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000597.jpg,199308
full_positive,980ccc0359a0eaeee39f66128c7ecf13b004f6f0cb4c24d3252d22b6809935c8,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000301.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000601.jpg,195475
full_positive,6f3fdba5046f938d8492958ce5717e28e8cdf8b1b7fc02db460f27a630ce9339,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000312.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000623.jpg,187826
full_positive,76d095015569a8e2b3f0d8ed354d0077941c44921fb4d33e9c6aa45e22133c89,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000318.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000635.jpg,161066
full_positive,e851bff4c7808920191cd6b1141d7a2b33493b662a8aa76c7549455c7ce50e45,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000324.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000647.jpg,164948
full_positive,a822203763d71671837aec522121fc612d775b6dd22af29edfa3197c5aea60f2,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000331.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000661.jpg,173746
full_positive,4457bffca1adda3b2b7fb9143edae50aea205e773972fd17943a353f9cee73d1,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000343.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000685.jpg,215073
full_positive,e5204310cf9e76dae834bab94aae095381de570c0b7c73e182873c1facf7137c,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000347.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000693.jpg,220336
full_positive,ca7d7276ba9fd578be4736ac0c52080f8a037b2f98d982af390ac62d9d06b9b0,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000448.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000895.jpg,173572
full_positive,9425c318d46dbba833b7554265918f774e22d0d410eb7e12bb09d63db7a31d28,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000449.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000897.jpg,162415
full_positive,229319f4afd9a86cfad2bb7dec9469e4c63ded475f84face620a2f11958da90d,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000450.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000899.jpg,137934
full_positive,7e1b2005f6a5b2eb5c1db6223807d592de3f71647457a3eca2ada3bb8c63d16a,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000451.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000901.jpg,135598
full_positive,00e25a711f085330cd438038317140f1c5be2db3dbc0233b0099826fa1dcfada,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000452.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000903.jpg,145833
full_positive,6936d6390fd0d28becf3d71d57129c477bcdc8782b394c8dccc239bd6099494d,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000453.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000905.jpg,154318
full_positive,f86b29edf2db6356b40260bbfc4e028aa65dd5cf470590d872f87953a0a3bd58,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000473.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000945.jpg,152047
full_positive,b0c351f2bbc6313716c71b259c5af7500d2645d905e5e4e7188cd27836c32067,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000474.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000947.jpg,143608
full_positive,6bf52e2b8dd09de779b1547f1f6600774516bc9edacb5503c1abe8f598a84c77,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000477.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000953.jpg,184549
full_positive,d052e8aa17cd5dafb4619fd8472d90d547765254e4611f7cc1086c09f78f441c,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000545.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001089.jpg,154194
full_positive,09edef8eca3d2c3c0b8354526402c0d1323ae6fb5e61f26d06c9c015076513c5,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000546.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001091.jpg,145923
full_positive,87b5ff43484cee291743c01413f0898e5461eb1044f9dc12ed7102ec521c3433,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000547.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001093.jpg,160373
full_positive,89b5c76cc4462d3c810a678785241532a93cf01e3a3c56ac08c17b5264b4907d,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000548.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001095.jpg,139198
full_positive,f57067ee3b92af9f978117c64fad51e8fcd6101b92e80e968be34e015a347cda,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000549.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001097.jpg,176814
full_positive,7a4cbf29b05f2a8886e6929646091e053b8d0beec3949c24c886731332ae784a,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000550.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001099.jpg,169241
full_positive,61b283a3cb7f6cb79439ecfbc0890bfe84b99a6c29556e3a5553dce7730218dc,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000554.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001107.jpg,162834
full_positive,c384636cf071450ddb6a2c19244c491b5fd67f7424c555d0bf8beaee6b493882,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000607.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001213.jpg,197726
full_positive,d0cb761fbea096cd657cb36547963d8be71e0aaf3fad5cee90df0c3504761cf9,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000610.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001219.jpg,202118
full_positive,3672b54554b2a6d7dac127129ec9f6b1121ae330a57cf7f75e6ed782be8fe168,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000615.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001229.jpg,219587
full_positive,b9780e73bbefdf8cbb0171dc09765dceff605d9f53728172b075e7ca065f8ac0,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000628.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001255.jpg,194734
full_positive,33e23b11efcb2c0bc6ed46f31258b2a8c32a8c432ce721bde29e321a360a244a,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000708.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001415.jpg,176497
full_positive,9eba15fb8d3a97a65c12682f074ad08233905900930bd08935637ac962d16580,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000796.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001591.jpg,206913
full_positive,b9f223a578fcc4ee3ac8e49638d5c5d8f0a8d1e009caad5e0d313b146b5e3a02,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000800.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001599.jpg,281675
full_positive,a857b9abea01631be18af8f408ff6663fa2d820cb3136d1b42886cddff66878a,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000829.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001657.jpg,229413
full_positive,4af5b18c64678011a9171fd9f3b560bfefb03f3b676431aa3c4226c18a6e52c2,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000833.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001665.jpg,231586
full_positive,091b46f761529b4b20436085e4a18f45d5a0c78b5dbf8dd61b10cf9413fe3dd7,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000836.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001671.jpg,240269
full_positive,0a9039309d06358013da8bac651a6a63675e42065bae87742a54d7f6d4808271,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000839.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001677.jpg,249275
full_positive,4719e924f6f2ef6a1474eafdf2be0bb388621ef222cedc04813b61e6a7634e94,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000843.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001685.jpg,242834
full_positive,be13dd8fb91aca6435cd9d863b4ab3738c414a5222161c6c4d3de2803c2347f4,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000863.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_001725.jpg,180368
full_positive,52c52dc7349fd1278af6be1131951d918540187949f19f05945889fa9cc84635,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_001205.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_002409.jpg,229713
full_positive,8ef00ee87bfd535a8ae9155a53a660b94e8371ae6fe9601a09527cf288cae9e3,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_001208.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_002415.jpg,246492
full_positive,bcad94f044a528799733a4625a2a367b75f74636d9cdc068eae9ed548d6a7e0b,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_001212.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_002423.jpg,237074
full_positive,f44eb3ca72f71d0fb02b681a531b420378afeafc14ff1837fe2e62c5236dac34,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_001216.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_002431.jpg,222626
full_negative,9af12257e0f82b0ba3a2d7867c5b84e882a758865f535a61678828f40c6efd3f,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000001.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000001.jpg,174053
full_negative,c4a708f34df0a531f8c0bd406f5325bd12a16540c49dd9643642657fafa23592,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000002.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000003.jpg,156968
full_negative,b40909726524d5a05accdd50e17e88bd849f36a6b8d5ca402d2dd5309ef7db7f,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000003.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000005.jpg,159272
full_negative,8c3bfbd94b2fe30dc57c620932a77da0318cda2582c82cbae8a6a02fff171ccb,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000004.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000007.jpg,155827
full_negative,613c6cf0f6160b97b5a3d96b3a2a6dc968ab9670a9c7c7141b66397ef1e60404,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000005.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000009.jpg,146802
full_negative,6a5946fcef042d6736635f2f105d675463323e815469f4fefc9efe1bef9e9736,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000006.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000011.jpg,152369
full_negative,4dac2a4e7b91d253cdca7a937bff4f6615ae9ebca2a336a22101ac89b1903c70,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000009.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000017.jpg,137790
full_negative,7943d28122bcb220a1bdfcbb7ac126c7a2e1fc36561f60f558988708baaeba07,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000010.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000019.jpg,186055
full_negative,ebd746dc4dd7bf6221afa40182abc2d4d81d7273ed89c8c800eb53ec44428bf0,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000011.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000021.jpg,187776
full_negative,8061c0b997bbdfaf4d0352db9d368278c7b8ed4698a7f5de109a177891ff973d,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000012.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000023.jpg,167553
full_negative,4f8e26e151de41317ae0da414689a892f62399dcbff22f8a30f9b70fcbd8a061,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000013.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000025.jpg,129497
full_negative,989e61389706a747685675eb1619af81617f36ec91649c7900613055fb60e622,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000014.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000027.jpg,131152
full_negative,1b1cd1b6eea577fd7b23577343cfa28e5b105f18dc6cd7b13f8bdc0caac7707b,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000015.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000029.jpg,156055
full_negative,d1f4107219288503dfe6aa82f5a222f54ed53997784603405e4d978cb4711747,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000016.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000031.jpg,164606
full_negative,92e06c9992a400007091268669147ec5340f449f6822946155f854d7cea89afb,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000017.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000033.jpg,109150
full_negative,6366a928626d223aa6e3ba915d7adbed8806bf5ed297ff7d0120d7a20b97d419,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000018.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000035.jpg,107130
full_negative,62424c1e3c9297053b41ecf549c9570eb3c9e673211d92f9b821d6c771ec4a7d,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000019.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000037.jpg,121276
full_negative,2e7ae4f341add5cd07d6839257baeea74c579430482e56107e9aed70160897c8,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000020.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000039.jpg,117196
full_negative,4ee32fd9b35338a1010cfd3b60a809bc6f24f51c788a579c098a9207210193be,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000021.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000041.jpg,101983
full_negative,09d9cf6d325ad443530045e5ef81281e5fcdcb88114083e185024b5bee07d628,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000022.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000043.jpg,105697
full_negative,b0c863597c5fb6145878bf7f8f1ec5b9bca2badf54d4bfa8421b0ddafcae4a89,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000023.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000045.jpg,100419
full_negative,949b7fdd617d01df793a07c076476a5e0798cb28c0b441ad767507bc0a0a1150,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000024.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000047.jpg,105597
full_negative,161a8e2d13aa4df767fbb8ee4372c9549a2de2974ef7e3fab2807bd74ccb914f,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000025.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000049.jpg,104457
full_negative,4b291caa97f6dabf2d1126f4a8b682277f3b3186269950a1e1c859b2bc81accd,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000026.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000051.jpg,133201
full_negative,6bd31c493c150e4fa26a13425dfaa81dd0106087e1b449382b04f5ddf88cdd00,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\0d8b27ec_frame_000027.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Negative\92d4263c_frame_000053.jpg,137080
