category,filename,full_path,width,height,mode,extension,file_size_bytes,sha256,perceptual_hash
full_positive,0d8b27ec_frame_000550.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000550.jpg,640,640,RGB,.jpg,169241,7a4cbf29b05f2a8886e6929646091e053b8d0beec3949c24c886731332ae784a,96e47d5b624b5886
full_positive,0d8b27ec_frame_000554.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000554.jpg,640,640,RGB,.jpg,162834,61b283a3cb7f6cb79439ecfbc0890bfe84b99a6c29556e3a5553dce7730218dc,9bed9992e7981864
full_positive,0d8b27ec_frame_000607.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000607.jpg,640,640,RGB,.jpg,197726,c384636cf071450ddb6a2c19244c491b5fd67f7424c555d0bf8beaee6b493882,fe7c01c00bd63d0f
full_positive,0d8b27ec_frame_000610.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000610.jpg,640,640,RGB,.jpg,202118,d0cb761fbea096cd657cb36547963d8be71e0aaf3fad5cee90df0c3504761cf9,fcf805ce0bc6380f
full_positive,0d8b27ec_frame_000615.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000615.jpg,640,640,RGB,.jpg,219587,3672b54554b2a6d7dac127129ec9f6b1121ae330a57cf7f75e6ed782be8fe168,e6f878031186e74f
full_positive,0d8b27ec_frame_000628.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000628.jpg,640,640,RGB,.jpg,194734,b9780e73bbefdf8cbb0171dc09765dceff605d9f53728172b075e7ca065f8ac0,f015c0f83f8b738c
full_positive,0d8b27ec_frame_000708.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000708.jpg,640,640,RGB,.jpg,176497,33e23b11efcb2c0bc6ed46f31258b2a8c32a8c432ce721bde29e321a360a244a,e2dc1872e59d8996
full_positive,0d8b27ec_frame_000796.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000796.jpg,640,640,RGB,.jpg,206913,9eba15fb8d3a97a65c12682f074ad08233905900930bd08935637ac962d16580,828ace86f2aeb12f
full_positive,0d8b27ec_frame_000800.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000800.jpg,640,640,RGB,.jpg,281675,b9f223a578fcc4ee3ac8e49638d5c5d8f0a8d1e009caad5e0d313b146b5e3a02,b783d90973e2486b
full_positive,0d8b27ec_frame_000829.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000829.jpg,640,640,RGB,.jpg,229413,a857b9abea01631be18af8f408ff6663fa2d820cb3136d1b42886cddff66878a,90d3acacb34fb891
full_positive,0d8b27ec_frame_000833.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000833.jpg,640,640,RGB,.jpg,231586,4af5b18c64678011a9171fd9f3b560bfefb03f3b676431aa3c4226c18a6e52c2,92d3aa68b3cda8b1
full_positive,0d8b27ec_frame_000836.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000836.jpg,640,640,RGB,.jpg,240269,091b46f761529b4b20436085e4a18f45d5a0c78b5dbf8dd61b10cf9413fe3dd7,92d3ac68b3cea893
full_positive,0d8b27ec_frame_000839.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000839.jpg,640,640,RGB,.jpg,249275,0a9039309d06358013da8bac651a6a63675e42065bae87742a54d7f6d4808271,92c3acf8b34dac91
full_positive,0d8b27ec_frame_000843.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000843.jpg,640,640,RGB,.jpg,242834,4719e924f6f2ef6a1474eafdf2be0bb388621ef222cedc04813b61e6a7634e94,b2d72c0cb34bec91
full_positive,0d8b27ec_frame_000863.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_000863.jpg,640,640,RGB,.jpg,180368,be13dd8fb91aca6435cd9d863b4ab3738c414a5222161c6c4d3de2803c2347f4,cea64dd3350b8ad1
full_positive,0d8b27ec_frame_001205.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_001205.jpg,640,640,RGB,.jpg,229713,52c52dc7349fd1278af6be1131951d918540187949f19f05945889fa9cc84635,9490d1ac699735db
full_positive,0d8b27ec_frame_001208.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_001208.jpg,640,640,RGB,.jpg,246492,8ef00ee87bfd535a8ae9155a53a660b94e8371ae6fe9601a09527cf288cae9e3,b490d5a829d635bd
full_positive,0d8b27ec_frame_001212.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_001212.jpg,640,640,RGB,.jpg,237074,bcad94f044a528799733a4625a2a367b75f74636d9cdc068eae9ed548d6a7e0b,9ab2d1ac2d973499
full_positive,0d8b27ec_frame_001216.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\0d8b27ec_frame_001216.jpg,640,640,RGB,.jpg,222626,f44eb3ca72f71d0fb02b681a531b420378afeafc14ff1837fe2e62c5236dac34,b0b1dbc609adf04b
full_positive,92d4263c_frame_000006.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000006.jpg,640,640,RGB,.jpg,163075,5d53ec7f0758ef295e519aa8273a543088a42363dc21ed8fccbc15eb8162cd18,d6bcdd34144b32c6
full_positive,92d4263c_frame_000013.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000013.jpg,640,640,RGB,.jpg,146077,7bd79e843ea156d71827f27da23b0e9b0f2f5d54687841483c7b46ebdb0e4018,c2a388e11ba73ed3
full_positive,92d4263c_frame_000015.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000015.jpg,640,640,RGB,.jpg,136628,dffbbafb0b4eb4ac2f6275c07e7879320a90a613db81fe4e8fcd205e0352324d,ca358ea9d6c22dd2
full_positive,92d4263c_frame_000106.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000106.jpg,640,640,RGB,.jpg,174223,5fd0ec6bed2efe351119b416fd8f91d1a439e0fd0d347b72c951e9e903c63d21,877f8c60c31e78d2
full_positive,92d4263c_frame_000111.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000111.jpg,640,640,RGB,.jpg,159176,4a6ab97d86be7f808509f26a0ed3304797e7fba17c80c9692463506a5eb3149b,8ce18c60de8a7a9f
full_positive,92d4263c_frame_000114.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000114.jpg,640,640,RGB,.jpg,171915,f6ab4464ffe50d1c4eb03c65dfdaf868012ca0be894d56dc2bf7389c9468dedc,8671806ef28b7e99
full_positive,92d4263c_frame_000117.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000117.jpg,640,640,RGB,.jpg,158491,faf29c993b345cb432df80d3fe2ef49601e632f5809de477e7354092b3272459,87618128fe9a7c9b
full_positive,92d4263c_frame_000120.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000120.jpg,640,640,RGB,.jpg,152863,1c15686e66a14340421640537dff2b5f8740b67832a2dd92bf30d62ec193b7fe,82f49464c3876ddb
full_positive,92d4263c_frame_000123.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000123.jpg,640,640,RGB,.jpg,181036,c6c34efd18ebc3244c572621a2a744e1a4a70b6da9292ff85733318b1655d338,82719f6273d224db
full_positive,92d4263c_frame_000127.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000127.jpg,640,640,RGB,.jpg,188692,657911cd33ea44e6514e2f79efb9b0f8d27e1bc149dc27710f8109704550c8ac,ce3f7ea013c5608b
full_positive,92d4263c_frame_000134.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000134.jpg,640,640,RGB,.jpg,196328,098198ccb2b6f9941725a302cf70e77cb738e24db8329a6486c42a4e6e2e25bf,e40719e1788a7cdd
full_positive,92d4263c_frame_000189.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000189.jpg,640,640,RGB,.jpg,266756,bba70891610d553486699e37933b03da61579ad4952bdaa3d8ef19b92a85082f,f1d16507334d659a
full_positive,92d4263c_frame_000190.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000190.jpg,640,640,RGB,.jpg,270515,0eedfeb38b62376154cab89ba6859b809f643232575bc389999b30723f8ddce9,fafbe307b3404416
full_positive,92d4263c_frame_000195.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000195.jpg,640,640,RGB,.jpg,284381,a6fc6ca7ee9f22b1858720c29594ab9fb811815e5aac72f1abd14731402c3f6f,f399cc6f13c16183
full_positive,92d4263c_frame_000199.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000199.jpg,640,640,RGB,.jpg,304005,3e760c593ac92fc73960d751474855cd85d1ab759c758f6b1a8e02c047a01bb1,a495d358b5ca698e
full_positive,92d4263c_frame_000200.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000200.jpg,640,640,RGB,.jpg,305141,0012224779b8b9268a90327aba0f1017879c7e2379c19714494cae111edb3c69,a495d358b5ca698e
full_positive,92d4263c_frame_000206.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000206.jpg,640,640,RGB,.jpg,205069,71640dcfa7fe7ee653567c29d26d94793374b3d3f0f7ed73e542261b5ea43d85,c4e00c3ef386799b
full_positive,92d4263c_frame_000212.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000212.jpg,640,640,RGB,.jpg,163914,9136bf4315ef305bb007349c38c58fc6ae8fc24f699418c3d5fdb8ed72879920,c67bc53cea8c5419
full_positive,92d4263c_frame_000213.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000213.jpg,640,640,RGB,.jpg,167075,f9e036cea55a0ac94451a278c5f61607f49fb2f7341666a4c0e0f02bf45d431d,c63bc53dea8c5099
full_positive,92d4263c_frame_000214.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000214.jpg,640,640,RGB,.jpg,169431,b7cf887806828b8c36dff979b55e6bf2b08e15b667ffe2f7a4f3e960faca7ae5,aa2ad9693db22aa9
full_positive,92d4263c_frame_000255.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000255.jpg,640,640,RGB,.jpg,245536,06be204d068cb715ca4d9b9eef48171d0085da8deb3411207208714358e74d1d,feb697032b29708c
full_positive,92d4263c_frame_000256.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000256.jpg,640,640,RGB,.jpg,236598,b8dea348520098be6c258a95c8f1b86c2f242b003e722cc3f0459e8eade85c29,bf97938129ac74a8
full_positive,92d4263c_frame_000261.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000261.jpg,640,640,RGB,.jpg,256514,9945b232f89ba4516f6ce1f8d172c1b99aae731032dd54af1a18b3436bfd4fef,e9b58c2e3b21239e
full_positive,92d4263c_frame_000262.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000262.jpg,640,640,RGB,.jpg,243241,1a43fb0fbad55d18a4b2a765d1ff147d7ca07dcc84d881cde6fdaf12f4d95aef,edb58d2f2b8130aa
full_positive,92d4263c_frame_000269.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000269.jpg,640,640,RGB,.jpg,263153,1f6da01c178fed165225135226dd4e0ed75284964595f9ff1a0646de2f88620a,eef4883e6aa3238c
full_positive,92d4263c_frame_000270.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000270.jpg,640,640,RGB,.jpg,261955,5ed40def624bae029778c5889f3b4d2fce36f2a0a3a4001c5a50da77582597bf,eef4883e7aa3218c
full_positive,92d4263c_frame_000279.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000279.jpg,640,640,RGB,.jpg,263903,ea93b93c95af44905ac1117aeef27a5a2e2cf064ddf91aea273031645acb5559,eef4883e6b83219c
full_positive,92d4263c_frame_000280.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000280.jpg,640,640,RGB,.jpg,264589,15f37706a9cdb728cc3ab1e8a181f588258a069a844c8c589ac93203daf0300a,eef0883e6aa321dc
full_positive,92d4263c_frame_000285.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000285.jpg,640,640,RGB,.jpg,260594,77b3caad84fd99a467f31fe3aa5319e6e390464a2452f251d4bfc0d6ed54df91,eeb0882e6ba322fc
full_positive,92d4263c_frame_000286.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000286.jpg,640,640,RGB,.jpg,259404,42a5e6b6644737f6fdda1bd892166b38445223eabb232e9631d35676b5e9a9db,eeb0882e6aa322fe
full_positive,92d4263c_frame_000295.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000295.jpg,640,640,RGB,.jpg,261579,f1127353debfd5a626930364ceb4bf5b1b3afa85e67daf62146593c47cc2c8d7,fef4883e6a83228d
full_positive,92d4263c_frame_000296.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000296.jpg,640,640,RGB,.jpg,253387,0a9174fb9d85e947b40578cae1368bcc915c989b327985fccb620fa966772c7f,eee0883e6aa3238f
full_positive,92d4263c_frame_000318.jpg,C:\Users\Justx\OneDrive\Documents\Helios Stuff\Dataset\Full_Positive\92d4263c_frame_000318.jpg,640,640,RGB,.jpg,288651,cdb92fe7b079275e2f3cfaed4d1873575971365d3ea8bf361fc1871eb96c293c,e701873ee17e6944
